"disease_id","id","name"
"V13","V13.0","Pedal cyclist injured in collision with car, pick-up truck or van : driver injured in nontraffic accident"
"V13","V13.1","Pedal cyclist injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident"
"V13","V13.2","Pedal cyclist injured in collision with car, pick-up truck or van : unspecified pedal cyclist injured in nontraffic accident"
"V13","V13.3","Pedal cyclist injured in collision with car, pick-up truck or van : person injured while boarding or alighting"
"V13","V13.4","Pedal cyclist injured in collision with car, pick-up truck or van : driver injured in traffic accident"
"V13","V13.5","Pedal cyclist injured in collision with car, pick-up truck or van : passenger injured in traffic accident"
"V13","V13.9","Pedal cyclist injured in collision with car, pick-up truck or van : unspecified pedal cyclist injured in traffic accident"
"V14","V14.0","Pedal cyclist injured in collision with heavy transport vehicle or bus : driver injured in nontraffic accident"
"V14","V14.1","Pedal cyclist injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident"
"V14","V14.2","Pedal cyclist injured in collision with heavy transport vehicle or bus : unspecified pedal cyclist injured in nontraffic accident"
"V14","V14.3","Pedal cyclist injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting"
"V14","V14.4","Pedal cyclist injured in collision with heavy transport vehicle or bus : driver injured in traffic accident"
"V14","V14.5","Pedal cyclist injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident"
"V14","V14.9","Pedal cyclist injured in collision with heavy transport vehicle or bus : unspecified pedal cyclist injured in traffic accident"
"V15","V15.0","Pedal cyclist injured in collision with railway train or railway vehicle : driver injured in nontraffic accident"
"V15","V15.1","Pedal cyclist injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident"
"V15","V15.2","Pedal cyclist injured in collision with railway train or railway vehicle : unspecified pedal cyclist injured in nontraffic accident"
"V15","V15.3","Pedal cyclist injured in collision with railway train or railway vehicle : person injured while boarding or alighting"
"V15","V15.4","Pedal cyclist injured in collision with railway train or railway vehicle : driver injured in traffic accident"
"V15","V15.5","Pedal cyclist injured in collision with railway train or railway vehicle : passenger injured in traffic accident"
"V15","V15.9","Pedal cyclist injured in collision with railway train or railway vehicle : unspecified pedal cyclist injured in traffic accident"
"V16","V16.0","Pedal cyclist injured in collision with other nonmotor vehicle : driver injured in nontraffic accident"
"V16","V16.1","Pedal cyclist injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident"
"V16","V16.2","Pedal cyclist injured in collision with other nonmotor vehicle : unspecified pedal cyclist injured in nontraffic accident"
"V16","V16.3","Pedal cyclist injured in collision with other nonmotor vehicle : person injured while boarding or alighting"
"V16","V16.4","Pedal cyclist injured in collision with other nonmotor vehicle : driver injured in traffic accident"
"V16","V16.5","Pedal cyclist injured in collision with other nonmotor vehicle : passenger injured in traffic accident"
"V16","V16.9","Pedal cyclist injured in collision with other nonmotor vehicle : unspecified pedal cyclist injured in traffic accident"
"V17","V17.0","Pedal cyclist injured in collision with fixed or stationary object : driver injured in nontraffic accident"
"V17","V17.1","Pedal cyclist injured in collision with fixed or stationary object : passenger injured in nontraffic accident"
"V17","V17.2","Pedal cyclist injured in collision with fixed or stationary object : unspecified pedal cyclist injured in nontraffic accident"
"V17","V17.3","Pedal cyclist injured in collision with fixed or stationary object : person injured while boarding or alighting"
"V17","V17.4","Pedal cyclist injured in collision with fixed or stationary object : driver injured in traffic accident"
"V17","V17.5","Pedal cyclist injured in collision with fixed or stationary object : passenger injured in traffic accident"
"V17","V17.9","Pedal cyclist injured in collision with fixed or stationary object : unspecified pedal cyclist injured in traffic accident"
"V18","V18.0","Pedal cyclist injured in noncollision transport accident : driver injured in nontraffic accident"
"V18","V18.1","Pedal cyclist injured in noncollision transport accident : passenger injured in nontraffic accident"
"V18","V18.2","Pedal cyclist injured in noncollision transport accident : unspecified pedal cyclist injured in nontraffic accident"
"V18","V18.3","Pedal cyclist injured in noncollision transport accident : person injured while boarding or alighting"
"V18","V18.4","Pedal cyclist injured in noncollision transport accident : driver injured in traffic accident"
"V18","V18.5","Pedal cyclist injured in noncollision transport accident : passenger injured in traffic accident"
"V18","V18.9","Pedal cyclist injured in noncollision transport accident : unspecified pedal cyclist injured in traffic accident"
"V19","V19.0","Driver injured in collision with other and unspecified motor vehicles in nontraffic accident"
"V19","V19.1","Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident"
"V19","V19.2","Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident"
"V19","V19.3","Pedal cyclist [any] injured in unspecified nontraffic accident"
"V19","V19.4","Driver injured in collision with other and unspecified motor vehicles in traffic accident"
"V19","V19.5","Passenger injured in collision with other and unspecified motor vehicles in traffic accident"
"V19","V19.6","Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident"
"V19","V19.8","Pedal cyclist [any] injured in other specified transport accidents"
"V19","V19.9","Pedal cyclist [any] injured in unspecified traffic accident"
"V20","V20.0","Motorcycle rider injured in collision with pedestrian or animal : driver injured in nontraffic accident"
"V20","V20.1","Motorcycle rider injured in collision with pedestrian or animal : passenger injured in nontraffic accident"
"V20","V20.2","Motorcycle rider injured in collision with pedestrian or animal : unspecified motorcycle rider injured in nontraffic accident"
"V20","V20.3","Motorcycle rider injured in collision with pedestrian or animal : person injured while boarding or alighting"
"V20","V20.4","Motorcycle rider injured in collision with pedestrian or animal : driver injured in traffic accident"
"V20","V20.5","Motorcycle rider injured in collision with pedestrian or animal : passenger injured in traffic accident"
"V20","V20.9","Motorcycle rider injured in collision with pedestrian or animal : unspecified motorcycle rider injured in traffic accident"
"V21","V21.0","Motorcycle rider injured in collision with pedal cycle : driver injured in nontraffic accident"
"V21","V21.1","Motorcycle rider injured in collision with pedal cycle : passenger injured in nontraffic accident"
"V21","V21.2","Motorcycle rider injured in collision with pedal cycle : unspecified motorcycle rider injured in nontraffic accident"
"V21","V21.3","Motorcycle rider injured in collision with pedal cycle : person injured while boarding or alighting"
"V21","V21.4","Motorcycle rider injured in collision with pedal cycle : driver injured in traffic accident"
"V21","V21.5","Motorcycle rider injured in collision with pedal cycle : passenger injured in traffic accident"
"V21","V21.9","Motorcycle rider injured in collision with pedal cycle : unspecified motorcycle rider injured in traffic accident"
"V22","V22.0","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident"
"V22","V22.1","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle : passenger injured in nontraffic accident"
"V22","V22.2","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle : unspecified motorcycle rider injured in nontraffic accident"
"V22","V22.3","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting"
"V22","V22.4","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident"
"V22","V22.5","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident"
"V22","V22.9","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle : unspecified motorcycle rider injured in traffic accident"
"V23","V23.0","Motorcycle rider injured in collision with car, pick-up truck or van : driver injured in nontraffic accident"
"V23","V23.1","Motorcycle rider injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident"
"V23","V23.2","Motorcycle rider injured in collision with car, pick-up truck or van : unspecified motorcycle rider injured in nontraffic accident"
"V23","V23.3","Motorcycle rider injured in collision with car, pick-up truck or van : person injured while boarding or alighting"
"V23","V23.4","Motorcycle rider injured in collision with car, pick-up truck or van : driver injured in traffic accident"
"V23","V23.5","Motorcycle rider injured in collision with car, pick-up truck or van : passenger injured in traffic accident"
"V23","V23.9","Motorcycle rider injured in collision with car, pick-up truck or van : unspecified motorcycle rider injured in traffic accident"
"V24","V24.0","Motorcycle rider injured in collision with heavy transport vehicle or bus : driver injured in nontraffic accident"
"V24","V24.1","Motorcycle rider injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident"
"V24","V24.2","Motorcycle rider injured in collision with heavy transport vehicle or bus : unspecified motorcycle rider injured in nontraffic accident"
"V24","V24.3","Motorcycle rider injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting"
"V24","V24.4","Motorcycle rider injured in collision with heavy transport vehicle or bus : driver injured in traffic accident"
"V24","V24.5","Motorcycle rider injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident"
"V24","V24.9","Motorcycle rider injured in collision with heavy transport vehicle or bus : unspecified motorcycle rider injured in traffic accident"
"V25","V25.0","Motorcycle rider injured in collision with railway train or railway vehicle : driver injured in nontraffic accident"
"V25","V25.1","Motorcycle rider injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident"
"V25","V25.2","Motorcycle rider injured in collision with railway train or railway vehicle : unspecified motorcycle rider injured in nontraffic accident"
"V25","V25.3","Motorcycle rider injured in collision with railway train or railway vehicle : person injured while boarding or alighting"
"V25","V25.4","Motorcycle rider injured in collision with railway train or railway vehicle : driver injured in traffic accident"
"V25","V25.5","Motorcycle rider injured in collision with railway train or railway vehicle : passenger injured in traffic accident"
"V25","V25.9","Motorcycle rider injured in collision with railway train or railway vehicle : unspecified motorcycle rider injured in traffic accident"
"V26","V26.0","Motorcycle rider injured in collision with other nonmotor vehicle : driver injured in nontraffic accident"
"V26","V26.1","Motorcycle rider injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident"
"V26","V26.2","Motorcycle rider injured in collision with other nonmotor vehicle : unspecified motorcycle rider injured in nontraffic accident"
"V26","V26.3","Motorcycle rider injured in collision with other nonmotor vehicle : person injured while boarding or alighting"
"V26","V26.4","Motorcycle rider injured in collision with other nonmotor vehicle : driver injured in traffic accident"
"V26","V26.5","Motorcycle rider injured in collision with other nonmotor vehicle : passenger injured in traffic accident"
"V26","V26.9","Motorcycle rider injured in collision with other nonmotor vehicle : unspecified motorcycle rider injured in traffic accident"
"V27","V27.0","Motorcycle rider injured in collision with fixed or stationary object : driver injured in nontraffic accident"
"V27","V27.1","Motorcycle rider injured in collision with fixed or stationary object : passenger injured in nontraffic accident"
"V27","V27.2","Motorcycle rider injured in collision with fixed or stationary object : unspecified motorcycle rider injured in nontraffic accident"
"V27","V27.3","Motorcycle rider injured in collision with fixed or stationary object : person injured while boarding or alighting"
"V27","V27.4","Motorcycle rider injured in collision with fixed or stationary object : driver injured in traffic accident"
"V27","V27.5","Motorcycle rider injured in collision with fixed or stationary object : passenger injured in traffic accident"
"V27","V27.9","Motorcycle rider injured in collision with fixed or stationary object : unspecified motorcycle rider injured in traffic accident"
"V28","V28.0","Motorcycle rider injured in noncollision transport accident : driver injured in nontraffic accident"
"V28","V28.1","Motorcycle rider injured in noncollision transport accident : passenger injured in nontraffic accident"
"V28","V28.2","Motorcycle rider injured in noncollision transport accident : unspecified motorcycle rider injured in nontraffic accident"
"V28","V28.3","Motorcycle rider injured in noncollision transport accident : person injured while boarding or alighting"
"V28","V28.4","Motorcycle rider injured in noncollision transport accident : driver injured in traffic accident"
"V28","V28.5","Motorcycle rider injured in noncollision transport accident : passenger injured in traffic accident"
"V28","V28.9","Motorcycle rider injured in noncollision transport accident : unspecified motorcycle rider injured in traffic accident"
"V29","V29.0","Driver injured in collision with other and unspecified motor vehicles in nontraffic accident"
"V29","V29.1","Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident"
"V29","V29.2","Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident"
"V29","V29.3","Motorcycle rider [any] injured in unspecified nontraffic accident"
"V29","V29.4","Driver injured in collision with other and unspecified motor vehicles in traffic accident"
"V29","V29.5","Passenger injured in collision with other and unspecified motor vehicles in traffic accident"
"V29","V29.6","Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident"
"V29","V29.8","Motorcycle rider [any] injured in other specified transport accidents"
"V29","V29.9","Motorcycle rider [any] injured in unspecified traffic accident"
"V30","V30.0","Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : driver injured in nontraffic accident"
"V30","V30.1","Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : passenger injured in nontraffic accident"
"V30","V30.2","Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : person on outside of vehicle injured in nontraffic accident"
"V30","V30.3","Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
"V30","V30.4","Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : person injured while boarding or alighting"
"V30","V30.5","Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : driver injured in traffic accident"
"V30","V30.6","Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : passenger injured in traffic accident"
"V30","V30.7","Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : person on outside of vehicle injured in traffic accident"
"V30","V30.9","Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
"V31","V31.0","Occupant of three-wheeled motor vehicle injured in collision with pedal cycle : driver injured in nontraffic accident"
"V31","V31.1","Occupant of three-wheeled motor vehicle injured in collision with pedal cycle : passenger injured in nontraffic accident"
"V31","V31.2","Occupant of three-wheeled motor vehicle injured in collision with pedal cycle : person on outside of vehicle injured in nontraffic accident"
"V31","V31.3","Occupant of three-wheeled motor vehicle injured in collision with pedal cycle : unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
"V31","V31.4","Occupant of three-wheeled motor vehicle injured in collision with pedal cycle : person injured while boarding or alighting"
"V31","V31.5","Occupant of three-wheeled motor vehicle injured in collision with pedal cycle : driver injured in traffic accident"
"V31","V31.6","Occupant of three-wheeled motor vehicle injured in collision with pedal cycle : passenger injured in traffic accident"
"V31","V31.7","Occupant of three-wheeled motor vehicle injured in collision with pedal cycle : person on outside of vehicle injured in traffic accident"
"V31","V31.9","Occupant of three-wheeled motor vehicle injured in collision with pedal cycle : unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
"V32","V32.0","Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident"
"V32","V32.1","Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : passenger injured in nontraffic accident"
"V32","V32.2","Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in nontraffic accident"
"V32","V32.3","Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
"V32","V32.4","Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting"
"V32","V32.5","Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident"
"V32","V32.6","Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident"
"V32","V32.7","Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in traffic accident"
"V32","V32.9","Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
"V33","V33.0","Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van : driver injured in nontraffic accident"
"V33","V33.1","Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident"
"V33","V33.2","Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van : person on outside of vehicle injured in nontraffic accident"
"V33","V33.3","Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van : unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
"V33","V33.4","Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van : person injured while boarding or alighting"
"V33","V33.5","Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van : driver injured in traffic accident"
"V33","V33.6","Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van : passenger injured in traffic accident"
"V33","V33.7","Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van : person on outside of vehicle injured in traffic accident"
"V33","V33.9","Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van : unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
"V34","V34.0","Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus : driver injured in nontraffic accident"
"V34","V34.1","Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident"
"V34","V34.2","Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in nontraffic accident"
"V34","V34.3","Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus : unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
"V34","V34.4","Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting"
"V34","V34.5","Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus : driver injured in traffic accident"
"V34","V34.6","Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident"
"V34","V34.7","Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in traffic accident"
"V34","V34.9","Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus : unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
"V35","V35.0","Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle : driver injured in nontraffic accident"
"V35","V35.1","Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident"
"V35","V35.2","Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle : person on outside of vehicle injured in nontraffic accident"
"V35","V35.3","Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle : unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
"V35","V35.4","Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle : person injured while boarding or alighting"
"V35","V35.5","Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle : driver injured in traffic accident"
"V35","V35.6","Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle : passenger injured in traffic accident"
"V35","V35.7","Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle : person on outside of vehicle injured in traffic accident"
"V35","V35.9","Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle : unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
"V36","V36.0","Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle : driver injured in nontraffic accident"
"V36","V36.1","Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident"
"V36","V36.2","Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle : person on outside of vehicle injured in nontraffic accident"
"V36","V36.3","Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle : unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
"V36","V36.4","Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle : person injured while boarding or alighting"
"V36","V36.5","Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle : driver injured in traffic accident"
"V36","V36.6","Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle : passenger injured in traffic accident"
"V36","V36.7","Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle : person on outside of vehicle injured in traffic accident"
"V36","V36.9","Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle : unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
"V37","V37.0","Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object : driver injured in nontraffic accident"
"V37","V37.1","Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object : passenger injured in nontraffic accident"
"V37","V37.2","Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object : person on outside of vehicle injured in nontraffic accident"
"V37","V37.3","Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object : unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
"V37","V37.4","Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object : person injured while boarding or alighting"
"V37","V37.5","Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object : driver injured in traffic accident"
"V37","V37.6","Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object : passenger injured in traffic accident"
"V37","V37.7","Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object : person on outside of vehicle injured in traffic accident"
"V37","V37.9","Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object : unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
"V38","V38.0","Occupant of three-wheeled motor vehicle injured in noncollision transport accident : driver injured in nontraffic accident"
"V38","V38.1","Occupant of three-wheeled motor vehicle injured in noncollision transport accident : passenger injured in nontraffic accident"
"V38","V38.2","Occupant of three-wheeled motor vehicle injured in noncollision transport accident : person on outside of vehicle injured in nontraffic accident"
"V38","V38.3","Occupant of three-wheeled motor vehicle injured in noncollision transport accident : unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
"V38","V38.4","Occupant of three-wheeled motor vehicle injured in noncollision transport accident : person injured while boarding or alighting"
"V38","V38.5","Occupant of three-wheeled motor vehicle injured in noncollision transport accident : driver injured in traffic accident"
"V38","V38.6","Occupant of three-wheeled motor vehicle injured in noncollision transport accident : passenger injured in traffic accident"
"V38","V38.7","Occupant of three-wheeled motor vehicle injured in noncollision transport accident : person on outside of vehicle injured in traffic accident"
"V38","V38.9","Occupant of three-wheeled motor vehicle injured in noncollision transport accident : unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
"V39","V39.0","Driver injured in collision with other and unspecified motor vehicles in nontraffic accident"
"V39","V39.1","Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident"
"V39","V39.2","Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident"
"V39","V39.3","Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident"
"V39","V39.4","Driver injured in collision with other and unspecified motor vehicles in traffic accident"
"V39","V39.5","Passenger injured in collision with other and unspecified motor vehicles in traffic accident"
"V39","V39.6","Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in traffic accident"
"V39","V39.8","Occupant [any] of three-wheeled motor vehicle injured in other specified transport accidents"
"V39","V39.9","Occupant [any] of three-wheeled motor vehicle injured in unspecified traffic accident"
"V40","V40.0","Car occupant injured in collision with pedestrian or animal : driver injured in nontraffic accident"
"V40","V40.1","Car occupant injured in collision with pedestrian or animal : passenger injured in nontraffic accident"
"V40","V40.2","Car occupant injured in collision with pedestrian or animal : person on outside of vehicle injured in nontraffic accident"
"V40","V40.3","Car occupant injured in collision with pedestrian or animal : unspecified car occupant injured in nontraffic accident"
"V40","V40.4","Car occupant injured in collision with pedestrian or animal : person injured while boarding or alighting"
"V40","V40.5","Car occupant injured in collision with pedestrian or animal : driver injured in traffic accident"
"V40","V40.6","Car occupant injured in collision with pedestrian or animal : passenger injured in traffic accident"
"V40","V40.7","Car occupant injured in collision with pedestrian or animal : person on outside of vehicle injured in traffic accident"
"V40","V40.9","Car occupant injured in collision with pedestrian or animal : unspecified car occupant injured in traffic accident"
"V41","V41.0","Car occupant injured in collision with pedal cycle : driver injured in nontraffic accident"
"V41","V41.1","Car occupant injured in collision with pedal cycle : passenger injured in nontraffic accident"
"V41","V41.2","Car occupant injured in collision with pedal cycle : person on outside of vehicle injured in nontraffic accident"
"V41","V41.3","Car occupant injured in collision with pedal cycle : unspecified car occupant injured in nontraffic accident"
"V41","V41.4","Car occupant injured in collision with pedal cycle : person injured while boarding or alighting"
"V41","V41.5","Car occupant injured in collision with pedal cycle : driver injured in traffic accident"
"V41","V41.6","Car occupant injured in collision with pedal cycle : passenger injured in traffic accident"
"V41","V41.7","Car occupant injured in collision with pedal cycle : person on outside of vehicle injured in traffic accident"
"V41","V41.9","Car occupant injured in collision with pedal cycle : unspecified car occupant injured in traffic accident"
"V42","V42.0","Car occupant injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident"
"V42","V42.1","Car occupant injured in collision with two- or three-wheeled motor vehicle : passenger injured in nontraffic accident"
"V42","V42.2","Car occupant injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in nontraffic accident"
"V42","V42.3","Car occupant injured in collision with two- or three-wheeled motor vehicle : unspecified car occupant injured in nontraffic accident"
"V42","V42.4","Car occupant injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting"
"V42","V42.5","Car occupant injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident"
"V42","V42.6","Car occupant injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident"
"V42","V42.7","Car occupant injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in traffic accident"
"V42","V42.9","Car occupant injured in collision with two- or three-wheeled motor vehicle : unspecified car occupant injured in traffic accident"
"V43","V43.0","Car occupant injured in collision with car, pick-up truck or van : driver injured in nontraffic accident"
"V43","V43.1","Car occupant injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident"
"V43","V43.2","Car occupant injured in collision with car, pick-up truck or van : person on outside of vehicle injured in nontraffic accident"
"V43","V43.3","Car occupant injured in collision with car, pick-up truck or van : unspecified car occupant injured in nontraffic accident"
"V43","V43.4","Car occupant injured in collision with car, pick-up truck or van : person injured while boarding or alighting"
"V43","V43.5","Car occupant injured in collision with car, pick-up truck or van : driver injured in traffic accident"
"V43","V43.6","Car occupant injured in collision with car, pick-up truck or van : passenger injured in traffic accident"
"V43","V43.7","Car occupant injured in collision with car, pick-up truck or van : person on outside of vehicle injured in traffic accident"
"V43","V43.9","Car occupant injured in collision with car, pick-up truck or van : unspecified car occupant injured in traffic accident"
"V44","V44.0","Car occupant injured in collision with heavy transport vehicle or bus : driver injured in nontraffic accident"
"V44","V44.1","Car occupant injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident"
"V44","V44.2","Car occupant injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in nontraffic accident"
"V44","V44.3","Car occupant injured in collision with heavy transport vehicle or bus : unspecified car occupant injured in nontraffic accident"
"V44","V44.4","Car occupant injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting"
"V44","V44.5","Car occupant injured in collision with heavy transport vehicle or bus : driver injured in traffic accident"
"V44","V44.6","Car occupant injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident"
"V44","V44.7","Car occupant injured in collision with heavy transport vehicle or bus : person on outside of vehicle injured in traffic accident"
"V44","V44.9","Car occupant injured in collision with heavy transport vehicle or bus : unspecified car occupant injured in traffic accident"
"V45","V45.0","Car occupant injured in collision with railway train or railway vehicle : driver injured in nontraffic accident"
"V45","V45.1","Car occupant injured in collision with railway train or railway vehicle : passenger injured in nontraffic accident"
"V45","V45.2","Car occupant injured in collision with railway train or railway vehicle : person on outside of vehicle injured in nontraffic accident"
"V45","V45.3","Car occupant injured in collision with railway train or railway vehicle : unspecified car occupant injured in nontraffic accident"
"V45","V45.4","Car occupant injured in collision with railway train or railway vehicle : person injured while boarding or alighting"
"V45","V45.5","Car occupant injured in collision with railway train or railway vehicle : driver injured in traffic accident"
"V45","V45.6","Car occupant injured in collision with railway train or railway vehicle : passenger injured in traffic accident"
"V45","V45.7","Car occupant injured in collision with railway train or railway vehicle : person on outside of vehicle injured in traffic accident"
"V45","V45.9","Car occupant injured in collision with railway train or railway vehicle : unspecified car occupant injured in traffic accident"
"V46","V46.0","Car occupant injured in collision with other nonmotor vehicle : driver injured in nontraffic accident"
"V46","V46.1","Car occupant injured in collision with other nonmotor vehicle : passenger injured in nontraffic accident"
"V46","V46.2","Car occupant injured in collision with other nonmotor vehicle : person on outside of vehicle injured in nontraffic accident"
"V46","V46.3","Car occupant injured in collision with other nonmotor vehicle : unspecified car occupant injured in nontraffic accident"
