"parent_block_id_1","parent_block_id_2","parent_block_id_3","id","name"
"S00-S09",,,"S00","Superficial injury of head"
"S00-S09",,,"S01","Open wound of head"
"S00-S09",,,"S02","Fracture of skull and facial bones"
"S00-S09",,,"S03","Dislocation, sprain and strain of joints and ligaments of head"
"S00-S09",,,"S04","Injury of cranial nerves"
"S00-S09",,,"S05","Injury of eye and orbit"
"S00-S09",,,"S06","Intracranial injury"
"S00-S09",,,"S07","Crushing injury of head"
"S00-S09",,,"S08","Traumatic amputation of part of head"
"S00-S09",,,"S09","Other and unspecified injuries of head"
"S10-S19",,,"S10","Superficial injury of neck"
"S10-S19",,,"S11","Open wound of neck"
"S10-S19",,,"S12","Fracture of neck"
"S10-S19",,,"S13","Dislocation, sprain and strain of joints and ligaments at neck level"
"S10-S19",,,"S14","Injury of nerves and spinal cord at neck level"
"S10-S19",,,"S15","Injury of blood vessels at neck level"
"S10-S19",,,"S16","Injury of muscle and tendon at neck level"
"S10-S19",,,"S17","Crushing injury of neck"
"S10-S19",,,"S18","Traumatic amputation at neck level"
"S10-S19",,,"S19","Other and unspecified injuries of neck"
"S20-S29",,,"S20","Superficial injury of thorax"
"S20-S29",,,"S21","Open wound of thorax"
"S20-S29",,,"S22","Fracture of rib(s), sternum and thoracic spine"
"S20-S29",,,"S23","Dislocation, sprain and strain of joints and ligaments of thorax"
"S20-S29",,,"S24","Injury of nerves and spinal cord at thorax level"
"S20-S29",,,"S25","Injury of blood vessels of thorax"
"S20-S29",,,"S26","Injury of heart"
"S20-S29",,,"S27","Injury of other and unspecified intrathoracic organs"
"S20-S29",,,"S28","Crushing injury of thorax and traumatic amputation of part of thorax"
"S20-S29",,,"S29","Other and unspecified injuries of thorax"
"S30-S39",,,"S30","Superficial injury of abdomen, lower back and pelvis"
"S30-S39",,,"S31","Open wound of abdomen, lower back and pelvis"
"S30-S39",,,"S32","Fracture of lumbar spine and pelvis"
"S30-S39",,,"S33","Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis"
"S30-S39",,,"S34","Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
"S30-S39",,,"S35","Injury of blood vessels at abdomen, lower back and pelvis level"
"S30-S39",,,"S36","Injury of intra-abdominal organs"
"S30-S39",,,"S37","Injury of urinary and pelvic organs"
"S30-S39",,,"S38","Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis"
"S30-S39",,,"S39","Other and unspecified injuries of abdomen, lower back and pelvis"
"S40-S49",,,"S40","Superficial injury of shoulder and upper arm"
"S40-S49",,,"S41","Open wound of shoulder and upper arm"
"S40-S49",,,"S42","Fracture of shoulder and upper arm"
"S40-S49",,,"S43","Dislocation, sprain and strain of joints and ligaments of shoulder girdle"
"S40-S49",,,"S44","Injury of nerves at shoulder and upper arm level"
"S40-S49",,,"S45","Injury of blood vessels at shoulder and upper arm level"
"S40-S49",,,"S46","Injury of muscle and tendon at shoulder and upper arm level"
"S40-S49",,,"S47","Crushing injury of shoulder and upper arm"
"S40-S49",,,"S48","Traumatic amputation of shoulder and upper arm"
"S40-S49",,,"S49","Other and unspecified injuries of shoulder and upper arm"
"S50-S59",,,"S50","Superficial injury of forearm"
"S50-S59",,,"S51","Open wound of forearm"
"S50-S59",,,"S52","Fracture of forearm"
"S50-S59",,,"S53","Dislocation, sprain and strain of joints and ligaments of elbow"
"S50-S59",,,"S54","Injury of nerves at forearm level"
"S50-S59",,,"S55","Injury of blood vessels at forearm level"
"S50-S59",,,"S56","Injury of muscle and tendon at forearm level"
"S50-S59",,,"S57","Crushing injury of forearm"
"S50-S59",,,"S58","Traumatic amputation of forearm"
"S50-S59",,,"S59","Other and unspecified injuries of forearm"
"S60-S69",,,"S60","Superficial injury of wrist and hand"
"S60-S69",,,"S61","Open wound of wrist and hand"
"S60-S69",,,"S62","Fracture at wrist and hand level"
"S60-S69",,,"S63","Dislocation, sprain and strain of joints and ligaments at wrist and hand level"
"S60-S69",,,"S64","Injury of nerves at wrist and hand level"
"S60-S69",,,"S65","Injury of blood vessels at wrist and hand level"
"S60-S69",,,"S66","Injury of muscle and tendon at wrist and hand level"
"S60-S69",,,"S67","Crushing injury of wrist and hand"
"S60-S69",,,"S68","Traumatic amputation of wrist and hand"
"S60-S69",,,"S69","Other and unspecified injuries of wrist and hand"
"S70-S79",,,"S70","Superficial injury of hip and thigh"
"S70-S79",,,"S71","Open wound of hip and thigh"
"S70-S79",,,"S72","Fracture of femur"
"S70-S79",,,"S73","Dislocation, sprain and strain of joint and ligaments of hip"
"S70-S79",,,"S74","Injury of nerves at hip and thigh level"
"S70-S79",,,"S75","Injury of blood vessels at hip and thigh level"
"S70-S79",,,"S76","Injury of muscle and tendon at hip and thigh level"
"S70-S79",,,"S77","Crushing injury of hip and thigh"
"S70-S79",,,"S78","Traumatic amputation of hip and thigh"
"S70-S79",,,"S79","Other and unspecified injuries of hip and thigh"
"S80-S89",,,"S80","Superficial injury of lower leg"
"S80-S89",,,"S81","Open wound of lower leg"
"S80-S89",,,"S82","Fracture of lower leg, including ankle"
"S80-S89",,,"S83","Dislocation, sprain and strain of joints and ligaments of knee"
"S80-S89",,,"S84","Injury of nerves at lower leg level"
"S80-S89",,,"S85","Injury of blood vessels at lower leg level"
"S80-S89",,,"S86","Injury of muscle and tendon at lower leg level"
"S80-S89",,,"S87","Crushing injury of lower leg"
"S80-S89",,,"S88","Traumatic amputation of lower leg"
"S80-S89",,,"S89","Other and unspecified injuries of lower leg"
"S90-S99",,,"S90","Superficial injury of ankle and foot"
"S90-S99",,,"S91","Open wound of ankle and foot"
"S90-S99",,,"S92","Fracture of foot, except ankle"
"S90-S99",,,"S93","Dislocation, sprain and strain of joints and ligaments at ankle and foot level"
"S90-S99",,,"S94","Injury of nerves at ankle and foot level"
"S90-S99",,,"S95","Injury of blood vessels at ankle and foot level"
"S90-S99",,,"S96","Injury of muscle and tendon at ankle and foot level"
"S90-S99",,,"S97","Crushing injury of ankle and foot"
"S90-S99",,,"S98","Traumatic amputation of ankle and foot"
"S90-S99",,,"S99","Other and unspecified injuries of ankle and foot"
"T00-T07",,,"T00","Superficial injuries involving multiple body regions"
"T00-T07",,,"T01","Open wounds involving multiple body regions"
"T00-T07",,,"T02","Fractures involving multiple body regions"
"T00-T07",,,"T03","Dislocations, sprains and strains involving multiple body regions"
"T00-T07",,,"T04","Crushing injuries involving multiple body regions"
"T00-T07",,,"T05","Traumatic amputations involving multiple body regions"
"T00-T07",,,"T06","Other injuries involving multiple body regions, not elsewhere classified"
"T00-T07",,,"T07","Unspecified multiple injuries"
"T08-T14",,,"T08","Fracture of spine, level unspecified"
"T08-T14",,,"T09","Other injuries of spine and trunk, level unspecified"
"T08-T14",,,"T10","Fracture of upper limb, level unspecified"
"T08-T14",,,"T11","Other injuries of upper limb, level unspecified"
"T08-T14",,,"T12","Fracture of lower limb, level unspecified"
"T08-T14",,,"T13","Other injuries of lower limb, level unspecified"
"T08-T14",,,"T14","Injury of unspecified body region"
"T15-T19",,,"T15","Foreign body on external eye"
"T15-T19",,,"T16","Foreign body in ear"
"T15-T19",,,"T17","Foreign body in respiratory tract"
"T15-T19",,,"T18","Foreign body in alimentary tract"
"T15-T19",,,"T19","Foreign body in genitourinary tract"
"T20-T25","T20-T32",,"T20","Burn and corrosion of head and neck"
"T20-T25","T20-T32",,"T21","Burn and corrosion of trunk"
"T20-T25","T20-T32",,"T22","Burn and corrosion of shoulder and upper limb, except wrist and hand"
"T20-T25","T20-T32",,"T23","Burn and corrosion of wrist and hand"
"T20-T25","T20-T32",,"T24","Burn and corrosion of hip and lower limb, except ankle and foot"
"T20-T25","T20-T32",,"T25","Burn and corrosion of ankle and foot"
"T26-T28","T20-T32",,"T26","Burn and corrosion confined to eye and adnexa"
"T26-T28","T20-T32",,"T27","Burn and corrosion of respiratory tract"
"T26-T28","T20-T32",,"T28","Burn and corrosion of other internal organs"
"T29-T32","T20-T32",,"T29","Burns and corrosions of multiple body regions"
"T29-T32","T20-T32",,"T30","Burn and corrosion, body region unspecified"
"T29-T32","T20-T32",,"T31","Burns classified according to extent of body surface involved"
"T29-T32","T20-T32",,"T32","Corrosions classified according to extent of body surface involved"
"T33-T35",,,"T33","Superficial frostbite"
"T33-T35",,,"T34","Frostbite with tissue necrosis"
"T33-T35",,,"T35","Frostbite involving multiple body regions and unspecified frostbite"
"T36-T50",,,"T36","Poisoning by systemic antibiotics"
"T36-T50",,,"T37","Poisoning by other systemic anti-infectives and antiparasitics"
"T36-T50",,,"T38","Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified"
"T36-T50",,,"T39","Poisoning by nonopioid analgesics, antipyretics and antirheumatics"
"T36-T50",,,"T40","Poisoning by narcotics and psychodysleptics [hallucinogens]"
"T36-T50",,,"T41","Poisoning by anaesthetics and therapeutic gases"
"T36-T50",,,"T42","Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs"
"T36-T50",,,"T43","Poisoning by psychotropic drugs, not elsewhere classified"
"T36-T50",,,"T44","Poisoning by drugs primarily affecting the autonomic nervous system"
"T36-T50",,,"T45","Poisoning by primarily systemic and haematological agents, not elsewhere classified"
"T36-T50",,,"T46","Poisoning by agents primarily affecting the cardiovascular system"
"T36-T50",,,"T47","Poisoning by agents primarily affecting the gastrointestinal system"
"T36-T50",,,"T48","Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system"
"T36-T50",,,"T49","Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs"
"T36-T50",,,"T50","Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances"
"T51-T65",,,"T51","Toxic effect of alcohol"
"T51-T65",,,"T52","Toxic effect of organic solvents"
"T51-T65",,,"T53","Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons"
"T51-T65",,,"T54","Toxic effect of corrosive substances"
"T51-T65",,,"T55","Toxic effect of soaps and detergents"
"T51-T65",,,"T56","Toxic effect of metals"
"T51-T65",,,"T57","Toxic effect of other inorganic substances"
"T51-T65",,,"T58","Toxic effect of carbon monoxide"
"T51-T65",,,"T59","Toxic effect of other gases, fumes and vapours"
"T51-T65",,,"T60","Toxic effect of pesticides"
"T51-T65",,,"T61","Toxic effect of noxious substances eaten as seafood"
"T51-T65",,,"T62","Toxic effect of other noxious substances eaten as food"
"T51-T65",,,"T63","Toxic effect of contact with venomous animals"
"T51-T65",,,"T64","Toxic effect of aflatoxin and other mycotoxin food contaminants"
"T51-T65",,,"T65","Toxic effect of other and unspecified substances"
"T66-T78",,,"T66","Unspecified effects of radiation"
"T66-T78",,,"T67","Effects of heat and light"
"T66-T78",,,"T68","Hypothermia"
"T66-T78",,,"T69","Other effects of reduced temperature"
"T66-T78",,,"T70","Effects of air pressure and water pressure"
"T66-T78",,,"T71","Asphyxiation"
"T66-T78",,,"T73","Effects of other deprivation"
"T66-T78",,,"T74","Maltreatment syndromes"
"T66-T78",,,"T75","Effects of other external causes"
"T66-T78",,,"T76","Unspecified effects of external causes"
"T66-T78",,,"T78","Adverse effects, not elsewhere classified"
"T79-T79",,,"T79","Certain early complications of trauma, not elsewhere classified"
"T80-T88",,,"T80","Complications following infusion, transfusion and therapeutic injection"
"T80-T88",,,"T81","Complications of procedures, not elsewhere classified"
"T80-T88",,,"T82","Complications of cardiac and vascular prosthetic devices, implants and grafts"
"T80-T88",,,"T83","Complications of genitourinary prosthetic devices, implants and grafts"
"T80-T88",,,"T84","Complications of internal orthopaedic prosthetic devices, implants and grafts"
"T80-T88",,,"T85","Complications of other internal prosthetic devices, implants and grafts"
"T80-T88",,,"T86","Failure and rejection of transplanted organs and tissues"
"T80-T88",,,"T87","Complications peculiar to reattachment and amputation"
"T80-T88",,,"T88","Other complications of surgical and medical care, not elsewhere classified"
"T90-T98",,,"T90","Sequelae of injuries of head"
"T90-T98",,,"T91","Sequelae of injuries of neck and trunk"
"T90-T98",,,"T92","Sequelae of injuries of upper limb"
"T90-T98",,,"T93","Sequelae of injuries of lower limb"
"T90-T98",,,"T94","Sequelae of injuries involving multiple and unspecified body regions"
"T90-T98",,,"T95","Sequelae of burns, corrosions and frostbite"
"T90-T98",,,"T96","Sequelae of poisoning by drugs, medicaments and biological substances"
"T90-T98",,,"T97","Sequelae of toxic effects of substances chiefly nonmedicinal as to source"
"T90-T98",,,"T98","Sequelae of other and unspecified effects of external causes"
"V01-V09","V01-V99","V01-X59","V01","Pedestrian injured in collision with pedal cycle"
"V01-V09","V01-V99","V01-X59","V02","Pedestrian injured in collision with two- or three-wheeled motor vehicle"
"V01-V09","V01-V99","V01-X59","V03","Pedestrian injured in collision with car, pick-up truck or van"
"V01-V09","V01-V99","V01-X59","V04","Pedestrian injured in collision with heavy transport vehicle or bus"
"V01-V09","V01-V99","V01-X59","V05","Pedestrian injured in collision with railway train or railway vehicle"
"V01-V09","V01-V99","V01-X59","V06","Pedestrian injured in collision with other nonmotor vehicle"
"V01-V09","V01-V99","V01-X59","V09","Pedestrian injured in other and unspecified transport accidents"
"V10-V19","V01-V99","V01-X59","V10","Pedal cyclist injured in collision with pedestrian or animal"
"V10-V19","V01-V99","V01-X59","V11","Pedal cyclist injured in collision with other pedal cycle"
"V10-V19","V01-V99","V01-X59","V12","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle"
"V10-V19","V01-V99","V01-X59","V13","Pedal cyclist injured in collision with car, pick-up truck or van"
"V10-V19","V01-V99","V01-X59","V14","Pedal cyclist injured in collision with heavy transport vehicle or bus"
"V10-V19","V01-V99","V01-X59","V15","Pedal cyclist injured in collision with railway train or railway vehicle"
"V10-V19","V01-V99","V01-X59","V16","Pedal cyclist injured in collision with other nonmotor vehicle"
"V10-V19","V01-V99","V01-X59","V17","Pedal cyclist injured in collision with fixed or stationary object"
"V10-V19","V01-V99","V01-X59","V18","Pedal cyclist injured in noncollision transport accident"
"V10-V19","V01-V99","V01-X59","V19","Pedal cyclist injured in other and unspecified transport accidents"
"V20-V29","V01-V99","V01-X59","V20","Motorcycle rider injured in collision with pedestrian or animal"
"V20-V29","V01-V99","V01-X59","V21","Motorcycle rider injured in collision with pedal cycle"
"V20-V29","V01-V99","V01-X59","V22","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle"
"V20-V29","V01-V99","V01-X59","V23","Motorcycle rider injured in collision with car, pick-up truck or van"
"V20-V29","V01-V99","V01-X59","V24","Motorcycle rider injured in collision with heavy transport vehicle or bus"
"V20-V29","V01-V99","V01-X59","V25","Motorcycle rider injured in collision with railway train or railway vehicle"
"V20-V29","V01-V99","V01-X59","V26","Motorcycle rider injured in collision with other nonmotor vehicle"
"V20-V29","V01-V99","V01-X59","V27","Motorcycle rider injured in collision with fixed or stationary object"
"V20-V29","V01-V99","V01-X59","V28","Motorcycle rider injured in noncollision transport accident"
"V20-V29","V01-V99","V01-X59","V29","Motorcycle rider injured in other and unspecified transport accidents"
"V30-V39","V01-V99","V01-X59","V30","Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal"
"V30-V39","V01-V99","V01-X59","V31","Occupant of three-wheeled motor vehicle injured in collision with pedal cycle"
"V30-V39","V01-V99","V01-X59","V32","Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle"
"V30-V39","V01-V99","V01-X59","V33","Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"
"V30-V39","V01-V99","V01-X59","V34","Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus"
"V30-V39","V01-V99","V01-X59","V35","Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle"
"V30-V39","V01-V99","V01-X59","V36","Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle"
"V30-V39","V01-V99","V01-X59","V37","Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object"
"V30-V39","V01-V99","V01-X59","V38","Occupant of three-wheeled motor vehicle injured in noncollision transport accident"
"V30-V39","V01-V99","V01-X59","V39","Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents"
"V40-V49","V01-V99","V01-X59","V40","Car occupant injured in collision with pedestrian or animal"
"V40-V49","V01-V99","V01-X59","V41","Car occupant injured in collision with pedal cycle"
"V40-V49","V01-V99","V01-X59","V42","Car occupant injured in collision with two- or three-wheeled motor vehicle"
"V40-V49","V01-V99","V01-X59","V43","Car occupant injured in collision with car, pick-up truck or van"
"V40-V49","V01-V99","V01-X59","V44","Car occupant injured in collision with heavy transport vehicle or bus"
"V40-V49","V01-V99","V01-X59","V45","Car occupant injured in collision with railway train or railway vehicle"
"V40-V49","V01-V99","V01-X59","V46","Car occupant injured in collision with other nonmotor vehicle"
"V40-V49","V01-V99","V01-X59","V47","Car occupant injured in collision with fixed or stationary object"
"V40-V49","V01-V99","V01-X59","V48","Car occupant injured in noncollision transport accident"
"V40-V49","V01-V99","V01-X59","V49","Car occupant injured in other and unspecified transport accidents"
"V50-V59","V01-V99","V01-X59","V50","Occupant of pick-up truck or van injured in collision with pedestrian or animal"
"V50-V59","V01-V99","V01-X59","V51","Occupant of pick-up truck or van injured in collision with pedal cycle"
"V50-V59","V01-V99","V01-X59","V52","Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle"
"V50-V59","V01-V99","V01-X59","V53","Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
"V50-V59","V01-V99","V01-X59","V54","Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus"
"V50-V59","V01-V99","V01-X59","V55","Occupant of pick-up truck or van injured in collision with railway train or railway vehicle"
"V50-V59","V01-V99","V01-X59","V56","Occupant of pick-up truck or van injured in collision with other nonmotor vehicle"
"V50-V59","V01-V99","V01-X59","V57","Occupant of pick-up truck or van injured in collision with fixed or stationary object"
"V50-V59","V01-V99","V01-X59","V58","Occupant of pick-up truck or van injured in noncollision transport accident"
"V50-V59","V01-V99","V01-X59","V59","Occupant of pick-up truck or van injured in other and unspecified transport accidents"
"V60-V69","V01-V99","V01-X59","V60","Occupant of heavy transport vehicle injured in collision with pedestrian or animal"
"V60-V69","V01-V99","V01-X59","V61","Occupant of heavy transport vehicle injured in collision with pedal cycle"
"V60-V69","V01-V99","V01-X59","V62","Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle"
"V60-V69","V01-V99","V01-X59","V63","Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"
"V60-V69","V01-V99","V01-X59","V64","Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus"
"V60-V69","V01-V99","V01-X59","V65","Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle"
"V60-V69","V01-V99","V01-X59","V66","Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle"
"V60-V69","V01-V99","V01-X59","V67","Occupant of heavy transport vehicle injured in collision with fixed or stationary object"
"V60-V69","V01-V99","V01-X59","V68","Occupant of heavy transport vehicle injured in noncollision transport accident"
"V60-V69","V01-V99","V01-X59","V69","Occupant of heavy transport vehicle injured in other and unspecified transport accidents"
"V70-V79","V01-V99","V01-X59","V70","Bus occupant injured in collision with pedestrian or animal"
"V70-V79","V01-V99","V01-X59","V71","Bus occupant injured in collision with pedal cycle"
"V70-V79","V01-V99","V01-X59","V72","Bus occupant injured in collision with two- or three-wheeled motor vehicle"
"V70-V79","V01-V99","V01-X59","V73","Bus occupant injured in collision with car, pick-up truck or van"
"V70-V79","V01-V99","V01-X59","V74","Bus occupant injured in collision with heavy transport vehicle or bus"
"V70-V79","V01-V99","V01-X59","V75","Bus occupant injured in collision with railway train or railway vehicle"
"V70-V79","V01-V99","V01-X59","V76","Bus occupant injured in collision with other nonmotor vehicle"
"V70-V79","V01-V99","V01-X59","V77","Bus occupant injured in collision with fixed or stationary object"
"V70-V79","V01-V99","V01-X59","V78","Bus occupant injured in noncollision transport accident"
"V70-V79","V01-V99","V01-X59","V79","Bus occupant injured in other and unspecified transport accidents"
"V80-V89","V01-V99","V01-X59","V80","Animal-rider or occupant of animal-drawn vehicle injured in transport accident"
"V80-V89","V01-V99","V01-X59","V81","Occupant of railway train or railway vehicle injured in transport accident"
"V80-V89","V01-V99","V01-X59","V82","Occupant of streetcar injured in transport accident"
"V80-V89","V01-V99","V01-X59","V83","Occupant of special vehicle mainly used on industrial premises injured in transport accident"
"V80-V89","V01-V99","V01-X59","V84","Occupant of special vehicle mainly used in agriculture injured in transport accident"
"V80-V89","V01-V99","V01-X59","V85","Occupant of special construction vehicle injured in transport accident"
"V80-V89","V01-V99","V01-X59","V86","Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident"
"V80-V89","V01-V99","V01-X59","V87","Traffic accident of specified type but victim's mode of transport unknown"
"V80-V89","V01-V99","V01-X59","V88","Nontraffic accident of specified type but victim's mode of transport unknown"
"V80-V89","V01-V99","V01-X59","V89","Motor- or nonmotor-vehicle accident, type of vehicle unspecified"
"V90-V94","V01-V99","V01-X59","V90","Accident to watercraft causing drowning and submersion"
"V90-V94","V01-V99","V01-X59","V91","Accident to watercraft causing other injury"
"V90-V94","V01-V99","V01-X59","V92","Water-transport-related drowning and submersion without accident to watercraft"
"V90-V94","V01-V99","V01-X59","V93","Accident on board watercraft without accident to watercraft, not causing drowning and submersion"
"V90-V94","V01-V99","V01-X59","V94","Other and unspecified water transport accidents"
"V95-V97","V01-V99","V01-X59","V95","Accident to powered aircraft causing injury to occupant"
"V95-V97","V01-V99","V01-X59","V96","Accident to nonpowered aircraft causing injury to occupant"
"V95-V97","V01-V99","V01-X59","V97","Other specified air transport accidents"
"V98-V99","V01-V99","V01-X59","V98","Other specified transport accidents"
"V98-V99","V01-V99","V01-X59","V99","Unspecified transport accident"
"W00-W19","W00-X59","V01-X59","W00","Fall on same level involving ice and snow"
"W00-W19","W00-X59","V01-X59","W01","Fall on same level from slipping, tripping and stumbling"
"W00-W19","W00-X59","V01-X59","W02","Fall involving ice-skates, skis, roller-skates or skateboards"
"W00-W19","W00-X59","V01-X59","W03","Other fall on same level due to collision with, or pushing by, another person"
"W00-W19","W00-X59","V01-X59","W04","Fall while being carried or supported by other persons"
"W00-W19","W00-X59","V01-X59","W05","Fall involving wheelchair"
"W00-W19","W00-X59","V01-X59","W06","Fall involving bed"
"W00-W19","W00-X59","V01-X59","W07","Fall involving chair"
"W00-W19","W00-X59","V01-X59","W08","Fall involving other furniture"
"W00-W19","W00-X59","V01-X59","W09","Fall involving playground equipment"
"W00-W19","W00-X59","V01-X59","W10","Fall on and from stairs and steps"
"W00-W19","W00-X59","V01-X59","W11","Fall on and from ladder"
"W00-W19","W00-X59","V01-X59","W12","Fall on and from scaffolding"
"W00-W19","W00-X59","V01-X59","W13","Fall from, out of or through building or structure"
"W00-W19","W00-X59","V01-X59","W14","Fall from tree"
"W00-W19","W00-X59","V01-X59","W15","Fall from cliff"
"W00-W19","W00-X59","V01-X59","W16","Diving or jumping into water causing injury other than drowning or submersion"
"W00-W19","W00-X59","V01-X59","W17","Other fall from one level to another"
"W00-W19","W00-X59","V01-X59","W18","Other fall on same level"
"W00-W19","W00-X59","V01-X59","W19","Unspecified fall"
"W20-W49","W00-X59","V01-X59","W20","Struck by thrown, projected or falling object(s)"
"W20-W49","W00-X59","V01-X59","W21","Striking against or struck by sports equipment"
"W20-W49","W00-X59","V01-X59","W22","Striking against or struck by other object(s)"
"W20-W49","W00-X59","V01-X59","W23","Caught, crushed, jammed or pinched in or between objects"
"W20-W49","W00-X59","V01-X59","W24","Contact with lifting and transmission device(s), not elsewhere classified"
"W20-W49","W00-X59","V01-X59","W25","Contact with sharp glass"
"W20-W49","W00-X59","V01-X59","W26","Contact with other sharp object(s)"
"W20-W49","W00-X59","V01-X59","W27","Contact with nonpowered hand tool"
"W20-W49","W00-X59","V01-X59","W28","Contact with powered lawnmower"
"W20-W49","W00-X59","V01-X59","W29","Contact with other powered hand tools and household machinery"
"W20-W49","W00-X59","V01-X59","W30","Contact with agricultural machinery"
"W20-W49","W00-X59","V01-X59","W31","Contact with other and unspecified machinery"
"W20-W49","W00-X59","V01-X59","W32","Handgun discharge"
"W20-W49","W00-X59","V01-X59","W33","Rifle, shotgun and larger firearm discharge"
"W20-W49","W00-X59","V01-X59","W34","Discharge from other and unspecified firearms"
"W20-W49","W00-X59","V01-X59","W35","Explosion and rupture of boiler"
"W20-W49","W00-X59","V01-X59","W36","Explosion and rupture of gas cylinder"
"W20-W49","W00-X59","V01-X59","W37","Explosion and rupture of pressurized tyre, pipe or hose"
"W20-W49","W00-X59","V01-X59","W38","Explosion and rupture of other specified pressurized devices"
"W20-W49","W00-X59","V01-X59","W39","Discharge of firework"
"W20-W49","W00-X59","V01-X59","W40","Explosion of other materials"
"W20-W49","W00-X59","V01-X59","W41","Exposure to high-pressure jet"
"W20-W49","W00-X59","V01-X59","W42","Exposure to noise"
"W20-W49","W00-X59","V01-X59","W43","Exposure to vibration"
"W20-W49","W00-X59","V01-X59","W44","Foreign body entering into or through eye or natural orifice"
"W20-W49","W00-X59","V01-X59","W45","Foreign body or object entering through skin"
"W20-W49","W00-X59","V01-X59","W46","Contact with hypodermic needle"
"W20-W49","W00-X59","V01-X59","W49","Exposure to other and unspecified inanimate mechanical forces"
"W50-W64","W00-X59","V01-X59","W50","Hit, struck, kicked, twisted, bitten or scratched by another person"
"W50-W64","W00-X59","V01-X59","W51","Striking against or bumped into by another person"
"W50-W64","W00-X59","V01-X59","W52","Crushed, pushed or stepped on by crowd or human stampede"
"W50-W64","W00-X59","V01-X59","W53","Bitten by rat"
"W50-W64","W00-X59","V01-X59","W54","Bitten or struck by dog"
"W50-W64","W00-X59","V01-X59","W55","Bitten or struck by other mammals"
"W50-W64","W00-X59","V01-X59","W56","Contact with marine animal"
"W50-W64","W00-X59","V01-X59","W57","Bitten or stung by nonvenomous insect and other nonvenomous arthropods"
"W50-W64","W00-X59","V01-X59","W58","Bitten or struck by crocodile or alligator"
"W50-W64","W00-X59","V01-X59","W59","Bitten or crushed by other reptiles"
"W50-W64","W00-X59","V01-X59","W60","Contact with plant thorns and spines and sharp leaves"
"W50-W64","W00-X59","V01-X59","W64","Exposure to other and unspecified animate mechanical forces"
"W65-W74","W00-X59","V01-X59","W65","Drowning and submersion while in bath-tub"
"W65-W74","W00-X59","V01-X59","W66","Drowning and submersion following fall into bath-tub"
"W65-W74","W00-X59","V01-X59","W67","Drowning and submersion while in swimming-pool"
"W65-W74","W00-X59","V01-X59","W68","Drowning and submersion following fall into swimming-pool"
"W65-W74","W00-X59","V01-X59","W69","Drowning and submersion while in natural water"
"W65-W74","W00-X59","V01-X59","W70","Drowning and submersion following fall into natural water"
"W65-W74","W00-X59","V01-X59","W73","Other specified drowning and submersion"
"W65-W74","W00-X59","V01-X59","W74","Unspecified drowning and submersion"
"W75-W84","W00-X59","V01-X59","W75","Accidental suffocation and strangulation in bed"
"W75-W84","W00-X59","V01-X59","W76","Other accidental hanging and strangulation"
"W75-W84","W00-X59","V01-X59","W77","Threat to breathing due to cave-in, falling earth and other substances"
"W75-W84","W00-X59","V01-X59","W78","Inhalation of gastric contents"
"W75-W84","W00-X59","V01-X59","W79","Inhalation and ingestion of food causing obstruction of respiratory tract"
"W75-W84","W00-X59","V01-X59","W80","Inhalation and ingestion of other objects causing obstruction of respiratory tract"
"W75-W84","W00-X59","V01-X59","W81","Confined to or trapped in a low-oxygen environment"
"W75-W84","W00-X59","V01-X59","W83","Other specified threats to breathing"
"W75-W84","W00-X59","V01-X59","W84","Unspecified threat to breathing"
"W85-W99","W00-X59","V01-X59","W85","Exposure to electric transmission lines"
"W85-W99","W00-X59","V01-X59","W86","Exposure to other specified electric current"
"W85-W99","W00-X59","V01-X59","W87","Exposure to unspecified electric current"
"W85-W99","W00-X59","V01-X59","W88","Exposure to ionizing radiation"
